;stage;fecha_hecho;poblacion;territorio;caracteristica;patrimonio;latitud;longitud;caso;valor;cantidad;id;nombre_barrio;codigo_barrio;codigo_comuna;lugar;sede_receptora;id;sexo;edad;estado_civil;grupo_actor;actividad_delictiva;parentesco;ocupacion;discapacidad;grupo_especial;medio_transporte;nivel_academico;testigo;id;conducta;modalidad;caracterizacion;conducta_especial;arma_medio;articulo_penal;categoria_penal;id;bien;categoria_bien;grupo_bien;modelo;color;permiso;unidad_medida
153911;6efe1814da27458387f3a5f1cd131dc190dac07d;2020-04-09 04:30:00;fef43f6d478ba83312437856a1d974860d9dca8e;1aa1f4864548a597fb81e945b9f9f78f4bafdad7;fa314032ba1b837f51e5230660ab8b5518ca573c;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;6,23042748;-75,56411899;VERDADERO;3000000;1;1aa1f4864548a597fb81e945b9f9f78f4bafdad7;Asomadera No.1;#0914;9;Finca;Buenos Aires;fef43f6d478ba83312437856a1d974860d9dca8e;Hombre;33;Soltero(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;fa314032ba1b837f51e5230660ab8b5518ca573c;Hurto de semoviente;Arreo;Sin dato;No;No;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
157121;HS_HURTO_GENERAL_2010_29599;2009-01-17 04:00:00;dcae19c295d78416963f6a735c3983692af68783;c60c9e5d80e6644a8ee0659e83bf9606e3bfdf4a;429baa1a54a03fc261ea315e9160af5906391bdb;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;6,259466;-75,579777;VERDADERO;1000000;1;c60c9e5d80e6644a8ee0659e83bf9606e3bfdf4a;Nueva Villa de la Iguaná;#0725;7;Residencia;Castilla;dcae19c295d78416963f6a735c3983692af68783;Hombre;51;Unión marital de hecho;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;429baa1a54a03fc261ea315e9160af5906391bdb;Hurto de semoviente;Arreo;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
157122;HS_HURTO_GENERAL_2013_25021;2009-01-17 04:00:00;dcae19c295d78416963f6a735c3983692af68783;c60c9e5d80e6644a8ee0659e83bf9606e3bfdf4a;429baa1a54a03fc261ea315e9160af5906391bdb;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;6,259466;-75,579777;FALSO;1000000;1;c60c9e5d80e6644a8ee0659e83bf9606e3bfdf4a;Nueva Villa de la Iguaná;#0725;7;Residencia;Castilla;dcae19c295d78416963f6a735c3983692af68783;Hombre;51;Unión marital de hecho;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;429baa1a54a03fc261ea315e9160af5906391bdb;Hurto de semoviente;Arreo;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
158644;HS_HURTO_GENERAL_2013_18927;2007-03-22 23:00:00;07ab83f0191239f2f355a666b55c3f1add2229c7;4784ef1eca4b5c8ec0bac372c3154810b337eafe;fe0fbe427c674dff113efcac6cda7a55e0565a5f;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;;;FALSO;300000;1;4784ef1eca4b5c8ec0bac372c3154810b337eafe;Piedra Gorda;#9010;90;Finca;Villa Hermosa;07ab83f0191239f2f355a666b55c3f1add2229c7;Sin dato;-1;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;fe0fbe427c674dff113efcac6cda7a55e0565a5f;Hurto de semoviente;Abuso de confianza;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
160922;78786b32b9d42d8ce7765564bceb06d0d73010a4;2015-02-17 08:00:00;b1bc31b271ce43a7f0c72c4a16c8cad8c0c03b0a;4df4734c97d140a6c88240e489703c7d773127e7;378cc9b0270d6db0d4b7a689c6337891e38968f4;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;6,19337466;-75,66871172;VERDADERO;3800000;1;4df4734c97d140a6c88240e489703c7d773127e7;Montanita;#8003;80;Finca;San Antonio de Prado;b1bc31b271ce43a7f0c72c4a16c8cad8c0c03b0a;Hombre;45;Unión marital de hecho;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;378cc9b0270d6db0d4b7a689c6337891e38968f4;Hurto de semoviente;Arreo;Sin dato;No;Arma cortopunzante;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
161398;6e076e75c587a16f645b5fa9d72ca1bd6921d6d9;2015-09-20 09:00:00;06d6b5554910ba8048cb90bcf2563b316a4e049b;4397036e43847034c4473af39dcb1f765603f6d2;fa314032ba1b837f51e5230660ab8b5518ca573c;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;6,2858022;-75,63916919;VERDADERO;1500000;1;4397036e43847034c4473af39dcb1f765603f6d2;Pedregal Alto;#6013;60;Finca;Doce de Octubre;06d6b5554910ba8048cb90bcf2563b316a4e049b;Hombre;68;Soltero(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;fa314032ba1b837f51e5230660ab8b5518ca573c;Hurto de semoviente;Arreo;Sin dato;No;No;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
164314;HS_HURTO_GENERAL_2013_40119;2012-11-29 22:20:00;8d44ab9edb1fd7e2df32f9ddf065b3acad719be4;23d8286691b7e06ac2ffa09160ccc182b1465fea;cea4b017ca7c19b62b091af3cae120e338f255a5;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;;;VERDADERO;3000000;1;23d8286691b7e06ac2ffa09160ccc182b1465fea;Sin dato;SIN DATO;SIN DATO;Finca;Belén;8d44ab9edb1fd7e2df32f9ddf065b3acad719be4;Hombre;21;Soltero(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;cea4b017ca7c19b62b091af3cae120e338f255a5;Hurto de semoviente;Atraco;Sin dato;No;Arma cortopunzante;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
165318;814ca8454e768afa2ef94b0277e0b18eff8ddc73;2016-07-03 00:00:00;6f4114ad71d7eaec5c18fb39ea7feb206c274d9a;3fe1a888a53f6e1b49edb10d5e0664c447e706d8;cf6494077082b620d07b18d7c92a746d69b19863;3a8e703a337586d18e01c727a2885a179ee16015;6,23199434;-75,60073662;VERDADERO;3000000;1;3fe1a888a53f6e1b49edb10d5e0664c447e706d8;Belén;#1603;16;Finca;Belén;6f4114ad71d7eaec5c18fb39ea7feb206c274d9a;Hombre;78;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;cf6494077082b620d07b18d7c92a746d69b19863;Hurto de semoviente;Descuido;Sin dato;No;No;Sin dato;Sin dato;3a8e703a337586d18e01c727a2885a179ee16015;Animales domésticos;Fauna;Mercancía;-1;Café;Sin dato;Sin dato
183882;HS_HURTO_GENERAL_2010_19154;2006-05-24 15:30:00;d3573bc25067b5ceaeac648cdedb435ac21c7223;b42cbf3eb613c1114390d5537d523ffd90614219;dfa50894ec839ca1e1ba2a05d845d3aa9ae9d94a;cdd2403abc2fbe19253a01600a49420c01503694;;;VERDADERO;1500000;1;b42cbf3eb613c1114390d5537d523ffd90614219;Travesias;#6016;60;Finca;Doce de Octubre;d3573bc25067b5ceaeac648cdedb435ac21c7223;Mujer;54;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;dfa50894ec839ca1e1ba2a05d845d3aa9ae9d94a;Hurto de semoviente;Atraco;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;cdd2403abc2fbe19253a01600a49420c01503694;Animales domésticos;Fauna;Mercancía;-1;Negro;Sin dato;Sin dato
183884;HS_HURTO_GENERAL_2013_16653;2006-05-24 15:30:00;d3573bc25067b5ceaeac648cdedb435ac21c7223;b42cbf3eb613c1114390d5537d523ffd90614219;dfa50894ec839ca1e1ba2a05d845d3aa9ae9d94a;cdd2403abc2fbe19253a01600a49420c01503694;;;FALSO;1500000;1;b42cbf3eb613c1114390d5537d523ffd90614219;Travesias;#6016;60;Finca;Doce de Octubre;d3573bc25067b5ceaeac648cdedb435ac21c7223;Mujer;54;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;dfa50894ec839ca1e1ba2a05d845d3aa9ae9d94a;Hurto de semoviente;Atraco;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;cdd2403abc2fbe19253a01600a49420c01503694;Animales domésticos;Fauna;Mercancía;-1;Negro;Sin dato;Sin dato
198916;HS_HURTO_GENERAL_2013_33219;2011-08-02 09:00:00;31b4ea67bb42e75b647333708d56c2365df1643b;37f8b61f9cd2515e610da0bbf5855ae31411bc54;14ddbf55ca54e0eb4eef60d03b2869aa888e7b27;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;;;VERDADERO;27000000;1;37f8b61f9cd2515e610da0bbf5855ae31411bc54;Robledo;#0717;7;Vehículo particular;Castilla;31b4ea67bb42e75b647333708d56c2365df1643b;Hombre;33;Unión marital de hecho;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Automóvil;Sin dato;Sin dato;14ddbf55ca54e0eb4eef60d03b2869aa888e7b27;Hurto de semoviente;Atraco;Sin dato;No;Arma de fuego;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
199851;HS_HURTO_GENERAL_2014_4885;2014-06-20 14:00:00;5cc1939a6d05db0ea176aef154a332afd91db5cc;382cad2aaf0b534cd7c9821e69df8ef089fc663c;cf6494077082b620d07b18d7c92a746d69b19863;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;6,216874;-75,579432;VERDADERO;14999999;1;382cad2aaf0b534cd7c9821e69df8ef089fc663c;Campo Amor;#1507;15;Vía pública;Belén;5cc1939a6d05db0ea176aef154a332afd91db5cc;Hombre;31;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Automóvil;Sin dato;Sin dato;cf6494077082b620d07b18d7c92a746d69b19863;Hurto de semoviente;Descuido;Sin dato;No;No;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
205293;HS_HURTO_GENERAL_2013_171;2003-01-23 11:15:00;1c785220f64c03718bc66a38af0f931bfdebd9f2;5e6f8d1ba343526db6492da6af12a52f1c5d7e98;25cf76920018f9adfd489cce7f9d2db850b40cf2;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;6,309343;-75,563762;FALSO;7000000;1;5e6f8d1ba343526db6492da6af12a52f1c5d7e98;Las Brisas;#0502;5;Vía pública;Sin dato;1c785220f64c03718bc66a38af0f931bfdebd9f2;Hombre;46;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;25cf76920018f9adfd489cce7f9d2db850b40cf2;Hurto de semoviente;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
205352;HS_HURTO_GENERAL_2013_583;2003-03-26 17:45:00;c6359ba43ef4d9a716fb2cc039e46789a995fa73;90fac94819706a7e2cd2e4259b577fe5428d9de9;25cf76920018f9adfd489cce7f9d2db850b40cf2;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;;;VERDADERO;500000;1;90fac94819706a7e2cd2e4259b577fe5428d9de9;Toscana;#0501;5;Vía pública;Sin dato;c6359ba43ef4d9a716fb2cc039e46789a995fa73;Hombre;65;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;25cf76920018f9adfd489cce7f9d2db850b40cf2;Hurto de semoviente;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
219378;HS_HURTO_GENERAL_2010_213;2003-01-23 11:15:00;7cd9a6c5595f7aa5d1e1ec2e844901419989b85d;5f44f8a59ba5d3c458437f37a8331c975db7808d;25cf76920018f9adfd489cce7f9d2db850b40cf2;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;6,309343;-75,563762;VERDADERO;7000000;1;5f44f8a59ba5d3c458437f37a8331c975db7808d;Las Brisas;#0502;5;Vía pública;Castilla;7cd9a6c5595f7aa5d1e1ec2e844901419989b85d;Hombre;46;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;25cf76920018f9adfd489cce7f9d2db850b40cf2;Hurto de semoviente;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
220268;HS_HURTO_GENERAL_2013_8319;2004-08-15 05:00:00;f12c055ba1dc2e7489a437084dec91b295949313;1f8fd77d64d5110a3e6b19b1e297c5be155f240a;25cf76920018f9adfd489cce7f9d2db850b40cf2;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;6,248944;-75,543208;VERDADERO;2000000;1;1f8fd77d64d5110a3e6b19b1e297c5be155f240a;Los Mangos;#0807;8;Vía pública;Sin dato;f12c055ba1dc2e7489a437084dec91b295949313;Hombre;33;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;25cf76920018f9adfd489cce7f9d2db850b40cf2;Hurto de semoviente;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
231912;HS_HURTO_GENERAL_2010_5317;2003-11-11 04:00:00;1ab726d3e2ef53b2ba4dbe5433a962365b2344c8;4ba18c040f5bc5deb3da858c898c1957f8bba3fb;25cf76920018f9adfd489cce7f9d2db850b40cf2;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;;;VERDADERO;2000000;1;4ba18c040f5bc5deb3da858c898c1957f8bba3fb;Altavista;#1613;16;Finca;Belén;1ab726d3e2ef53b2ba4dbe5433a962365b2344c8;Hombre;36;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;25cf76920018f9adfd489cce7f9d2db850b40cf2;Hurto de semoviente;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
233444;HS_HURTO_GENERAL_2010_16629;2005-12-08 14:30:00;cc0fab64e3601a10813002bf08610befe9a2821a;7ca87ae09d613b843aad181b39a549a468cbedf6;25cf76920018f9adfd489cce7f9d2db850b40cf2;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;6,293813;-75,561028;VERDADERO;2000000;1;7ca87ae09d613b843aad181b39a549a468cbedf6;Santa Cruz;#0210;2;Vía pública;Popular;cc0fab64e3601a10813002bf08610befe9a2821a;Hombre;57;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;25cf76920018f9adfd489cce7f9d2db850b40cf2;Hurto de semoviente;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
233450;HS_HURTO_GENERAL_2013_14576;2005-12-08 14:30:00;cc0fab64e3601a10813002bf08610befe9a2821a;7ca87ae09d613b843aad181b39a549a468cbedf6;25cf76920018f9adfd489cce7f9d2db850b40cf2;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;6,293813;-75,561028;FALSO;2000000;1;7ca87ae09d613b843aad181b39a549a468cbedf6;Santa Cruz;#0210;2;Vía pública;Popular;cc0fab64e3601a10813002bf08610befe9a2821a;Hombre;57;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;25cf76920018f9adfd489cce7f9d2db850b40cf2;Hurto de semoviente;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
243484;e74185876d71dabc4525596e48c754d9fcc1c06c;2019-02-19 11:11:00;1dbfd8ac137da72082735a6d144b40fd110507cd;e5f807dfa1b4fcf824f686d9850ebacc5194f8d2;cf6494077082b620d07b18d7c92a746d69b19863;3a8e703a337586d18e01c727a2885a179ee16015;6,17448532;-75,65532758;VERDADERO;3000000;1;e5f807dfa1b4fcf824f686d9850ebacc5194f8d2;Área de expansión San Antonio De Prado;AE7;80;Finca;San Antonio de Prado;1dbfd8ac137da72082735a6d144b40fd110507cd;Hombre;48;Soltero(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;cf6494077082b620d07b18d7c92a746d69b19863;Hurto de semoviente;Descuido;Sin dato;No;No;Sin dato;Sin dato;3a8e703a337586d18e01c727a2885a179ee16015;Animales domésticos;Fauna;Mercancía;-1;Café;Sin dato;Sin dato
250222;HS_HURTO_GENERAL_2013_32183;2011-04-11 09:00:00;6487dc9f8774d24bce88813472ddffefac0f3d2a;7b16c1847ec37c6a9e6a688958773ac2273d8664;4cb0184ae04883cef9a5040f13f04e6a85b67e62;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;;;VERDADERO;14000000;1;7b16c1847ec37c6a9e6a688958773ac2273d8664;La Ilusion;#6008;60;Finca;Doce de Octubre;6487dc9f8774d24bce88813472ddffefac0f3d2a;Sin dato;-1;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;4cb0184ae04883cef9a5040f13f04e6a85b67e62;Hurto de semoviente;Atraco;Sin dato;Sin dato;Arma de fuego;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
250623;51972e12fb21de0bfc32c63f782526a6794e3ba0;2020-03-01 14:30:00;b53e97d45dc8bb1602bad127f491ecef9705ea4a;0a9f0f2574cd99e8f746bd2aa9fad86d260ec6b1;fa314032ba1b837f51e5230660ab8b5518ca573c;3a8e703a337586d18e01c727a2885a179ee16015;6,27865032;-75,63359336;VERDADERO;80000000;1;0a9f0f2574cd99e8f746bd2aa9fad86d260ec6b1;Área Urbana Cgto. San Cristóbal;#AUC1;60;Vía pública;Doce de Octubre;b53e97d45dc8bb1602bad127f491ecef9705ea4a;Hombre;32;Soltero(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;fa314032ba1b837f51e5230660ab8b5518ca573c;Hurto de semoviente;Arreo;Sin dato;No;No;Sin dato;Sin dato;3a8e703a337586d18e01c727a2885a179ee16015;Animales domésticos;Fauna;Mercancía;-1;Café;Sin dato;Sin dato
253567;HS_HURTO_GENERAL_2013_44794;2013-09-02 19:00:00;6487dc9f8774d24bce88813472ddffefac0f3d2a;2d832060c04444c585f6fe59169694a56073cf2f;cf6494077082b620d07b18d7c92a746d69b19863;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;;;VERDADERO;1500000;1;2d832060c04444c585f6fe59169694a56073cf2f;V. El Salado;#8006;80;Finca;Belén;6487dc9f8774d24bce88813472ddffefac0f3d2a;Sin dato;-1;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;cf6494077082b620d07b18d7c92a746d69b19863;Hurto de semoviente;Descuido;Sin dato;No;No;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
254160;HS_HURTO_GENERAL_2014_161;2014-01-06 18:40:00;61e5fd845f6d86f879d093a474e95fed27f1b393;64ece2d3e64e0771614e8e32796c211b73d581da;79cc16a96556ccc2c917604592f3b44fe7a80233;3a8e703a337586d18e01c727a2885a179ee16015;6,221477;-75,527445;VERDADERO;2000000;1;64ece2d3e64e0771614e8e32796c211b73d581da;Las Palmas S.E.;#9001;90;Vía pública;Buenos Aires;61e5fd845f6d86f879d093a474e95fed27f1b393;Hombre;62;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;79cc16a96556ccc2c917604592f3b44fe7a80233;Hurto de semoviente;Descuido;Sin dato;Sin dato;No;Sin dato;Sin dato;3a8e703a337586d18e01c727a2885a179ee16015;Animales domésticos;Fauna;Mercancía;-1;Café;Sin dato;Sin dato
274062;HS_HURTO_GENERAL_2013_43068;2013-05-18 15:30:00;b768f0b09c8bf1f1e5af19b678df453cb80a97f8;fa59c984d022f0c6d3cb5b76cc08049676ca641d;fa314032ba1b837f51e5230660ab8b5518ca573c;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;;;VERDADERO;2000000;1;fa59c984d022f0c6d3cb5b76cc08049676ca641d;Santo Domingo Savio No.2;#0102;1;Finca;Popular;b768f0b09c8bf1f1e5af19b678df453cb80a97f8;Hombre;28;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;fa314032ba1b837f51e5230660ab8b5518ca573c;Hurto de semoviente;Arreo;Sin dato;No;No;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
284253;HS_HURTO_GENERAL_2010_7025;2004-02-14 06:00:00;6ca6f21b883a9da86d66d738e32e38c0bd95969e;d87eceb8163d1db3df95819809f8517b148e9975;25cf76920018f9adfd489cce7f9d2db850b40cf2;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;6,204354;-75,551633;VERDADERO;7199999,5;1;d87eceb8163d1db3df95819809f8517b148e9975;El Tesoro;#1409;14;Finca;Poblado;6ca6f21b883a9da86d66d738e32e38c0bd95969e;Hombre;40;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;25cf76920018f9adfd489cce7f9d2db850b40cf2;Hurto de semoviente;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
287658;eeb0b2b7e11090ba29cd0a285e8d8f49edf7b3f8;2020-12-01 20:00:00;efc3cd1f085b0980222f0eaf51fe1a2f2428ad93;b39a5f50da54954afdd6ec1a6c2a220274bfd219;cf6494077082b620d07b18d7c92a746d69b19863;3a8e703a337586d18e01c727a2885a179ee16015;6,30772461;-75,5851002;VERDADERO;700000;1;b39a5f50da54954afdd6ec1a6c2a220274bfd219;El Triunfo;#0612;6;Potrero;Doce de Octubre;efc3cd1f085b0980222f0eaf51fe1a2f2428ad93;Hombre;75;Unión marital de hecho;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;cf6494077082b620d07b18d7c92a746d69b19863;Hurto de semoviente;Descuido;Sin dato;No;No;Sin dato;Sin dato;3a8e703a337586d18e01c727a2885a179ee16015;Animales domésticos;Fauna;Mercancía;-1;Café;Sin dato;Sin dato
289369;HS_HURTO_GENERAL_2010_21962;2007-03-22 23:00:00;07ab83f0191239f2f355a666b55c3f1add2229c7;4784ef1eca4b5c8ec0bac372c3154810b337eafe;fe0fbe427c674dff113efcac6cda7a55e0565a5f;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;;;VERDADERO;300000;1;4784ef1eca4b5c8ec0bac372c3154810b337eafe;Piedra Gorda;#9010;90;Finca;Villa Hermosa;07ab83f0191239f2f355a666b55c3f1add2229c7;Sin dato;-1;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;fe0fbe427c674dff113efcac6cda7a55e0565a5f;Hurto de semoviente;Abuso de confianza;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
291519;HS_HURTO_GENERAL_2010_35695;2010-08-26 15:00:00;b968b528b74e29cc768bf9cbe30373e6fcdbec7f;5969293b944e1f4b3a588b555a5c0d6c0129ce6d;4cb0184ae04883cef9a5040f13f04e6a85b67e62;3a8e703a337586d18e01c727a2885a179ee16015;;;VERDADERO;8000000;1;5969293b944e1f4b3a588b555a5c0d6c0129ce6d;La Rosa;#0211;2;Vía pública;Santa Cruz;b968b528b74e29cc768bf9cbe30373e6fcdbec7f;Hombre;36;Soltero(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;4cb0184ae04883cef9a5040f13f04e6a85b67e62;Hurto de semoviente;Atraco;Sin dato;Sin dato;Arma de fuego;Sin dato;Sin dato;3a8e703a337586d18e01c727a2885a179ee16015;Animales domésticos;Fauna;Mercancía;-1;Café;Sin dato;Sin dato
291520;HS_HURTO_GENERAL_2013_30022;2010-08-26 15:00:00;b968b528b74e29cc768bf9cbe30373e6fcdbec7f;5969293b944e1f4b3a588b555a5c0d6c0129ce6d;4cb0184ae04883cef9a5040f13f04e6a85b67e62;3a8e703a337586d18e01c727a2885a179ee16015;;;FALSO;8000000;1;5969293b944e1f4b3a588b555a5c0d6c0129ce6d;La Rosa;#0211;2;Vía pública;Santa Cruz;b968b528b74e29cc768bf9cbe30373e6fcdbec7f;Hombre;36;Soltero(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;4cb0184ae04883cef9a5040f13f04e6a85b67e62;Hurto de semoviente;Atraco;Sin dato;Sin dato;Arma de fuego;Sin dato;Sin dato;3a8e703a337586d18e01c727a2885a179ee16015;Animales domésticos;Fauna;Mercancía;-1;Café;Sin dato;Sin dato
