;stage;fecha_hecho;poblacion;territorio;caracteristica;patrimonio;latitud;longitud;caso;valor;cantidad;id;nombre_barrio;codigo_barrio;codigo_comuna;lugar;sede_receptora;id;sexo;edad;estado_civil;grupo_actor;actividad_delictiva;parentesco;ocupacion;discapacidad;grupo_especial;medio_transporte;nivel_academico;testigo;id;conducta;modalidad;caracterizacion;conducta_especial;arma_medio;articulo_penal;categoria_penal;id;bien;categoria_bien;grupo_bien;modelo;color;permiso;unidad_medida
438361;dc73a2b5180ac7f6d5b5d5cec9fff9e258b49311;2018-11-07 23:55:00;038967deb5fcbc041fb76350cc67dae75f35146b;00bed8a9b6c80619abc9b621e1d642d6b804b704;fa314032ba1b837f51e5230660ab8b5518ca573c;cdd2403abc2fbe19253a01600a49420c01503694;6,3238065;-75,67517728;VERDADERO;7499999,5;1;00bed8a9b6c80619abc9b621e1d642d6b804b704;Volcana Guayabal;#5005;50;Finca;Doce de Octubre;038967deb5fcbc041fb76350cc67dae75f35146b;Hombre;38;Unión marital de hecho;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;fa314032ba1b837f51e5230660ab8b5518ca573c;Hurto de semoviente;Arreo;Sin dato;No;No;Sin dato;Sin dato;cdd2403abc2fbe19253a01600a49420c01503694;Animales domésticos;Fauna;Mercancía;-1;Negro;Sin dato;Sin dato
444154;97d1cda07c4e55c4e060d11668fd1d4147668f42;2017-06-16 06:00:00;82c7765a37499250917f79214ffaafe2b0c4db77;a61a84f66fe782533a5b85a5a052cb8f0b7d57f2;fa314032ba1b837f51e5230660ab8b5518ca573c;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;6,2784177;-75,64068109;VERDADERO;1000000;1;a61a84f66fe782533a5b85a5a052cb8f0b7d57f2;Las Playas S.C.;#6015;60;Finca;Doce de Octubre;82c7765a37499250917f79214ffaafe2b0c4db77;Hombre;44;Unión marital de hecho;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;fa314032ba1b837f51e5230660ab8b5518ca573c;Hurto de semoviente;Arreo;Sin dato;No;No;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
449041;HS_HURTO_GENERAL_2010_16105;2005-11-15 20:10:00;c770a908eab576a303134aaf20585503261e8a37;d6e1b95cfc4bb5da3fc7004caf3e9aac0c48e4ec;25cf76920018f9adfd489cce7f9d2db850b40cf2;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;;;VERDADERO;10800000;1;d6e1b95cfc4bb5da3fc7004caf3e9aac0c48e4ec;Sin dato;SIN DATO;SIN DATO;Vía pública;Doce de Octubre;c770a908eab576a303134aaf20585503261e8a37;Hombre;35;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Automóvil;Sin dato;Sin dato;25cf76920018f9adfd489cce7f9d2db850b40cf2;Hurto de semoviente;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
455893;HS_HURTO_GENERAL_2013_37006;2012-05-17 04:55:00;ac948c80b71bbe9b5489e074320eace7eec52b42;55c69be4796015815b0350adbb2db76950300612;378cc9b0270d6db0d4b7a689c6337891e38968f4;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;;;VERDADERO;18000000;1;55c69be4796015815b0350adbb2db76950300612;Yarumalito;#8004;80;Finca;Belén;ac948c80b71bbe9b5489e074320eace7eec52b42;Hombre;68;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;378cc9b0270d6db0d4b7a689c6337891e38968f4;Hurto de semoviente;Arreo;Sin dato;No;Arma cortopunzante;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
456888;9947899bce0b6026399a789559d0daaa2c54300d;2020-04-28 18:19:00;4cace7ab379ad8928bcb9d8042732aba4d479730;9acc0ee2b4b8612ae0658dd08fb7c1015c16fc18;cf6494077082b620d07b18d7c92a746d69b19863;cdd2403abc2fbe19253a01600a49420c01503694;6,19841143;-75,64360292;VERDADERO;6000000;1;9acc0ee2b4b8612ae0658dd08fb7c1015c16fc18;La Verde;#8007;80;Finca;San Antonio de Prado;4cace7ab379ad8928bcb9d8042732aba4d479730;Hombre;60;Soltero(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;cf6494077082b620d07b18d7c92a746d69b19863;Hurto de semoviente;Descuido;Sin dato;No;No;Sin dato;Sin dato;cdd2403abc2fbe19253a01600a49420c01503694;Animales domésticos;Fauna;Mercancía;-1;Negro;Sin dato;Sin dato
458846;464faa0d-2019-4a73-855a-70a7ef9f8065;2022-10-02 20:00:00;3ce8423953a9ea4d541cecb0f437b8b7ab10efbb;e28c3a2087fe67689cc2cc0786b3825e840b1d37;d852fb703a17142dc115367cbd161c9594fcb76d;4ae8b814fab138d9032654fdc7d5f2ef29519810;6,23161158;-75,66959061;VERDADERO;2000000;1;e28c3a2087fe67689cc2cc0786b3825e840b1d37;El Astillero;#8005;80;Finca;San Antonio de Prado;3ce8423953a9ea4d541cecb0f437b8b7ab10efbb;Hombre;40;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;d852fb703a17142dc115367cbd161c9594fcb76d;Hurto de semoviente;Desvalijar o descuartizar;Sin dato;No;Arma cortopunzante;Sin dato;Sin dato;4ae8b814fab138d9032654fdc7d5f2ef29519810;Animales domésticos;Fauna;Mercancía;-1;Blanco;Sin dato;Sin dato
461898;a2452c100970743b9d803962703c57a9bb3df2e2;2018-08-19 09:00:00;038967deb5fcbc041fb76350cc67dae75f35146b;c0d21cb7c3e542ca60c0c39bfa14f6b5e12e172d;fa314032ba1b837f51e5230660ab8b5518ca573c;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;6,31749982;-75,65706959;VERDADERO;5000000;1;c0d21cb7c3e542ca60c0c39bfa14f6b5e12e172d;Boqueron;#6006;60;Potrero;Doce de Octubre;038967deb5fcbc041fb76350cc67dae75f35146b;Hombre;38;Unión marital de hecho;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;fa314032ba1b837f51e5230660ab8b5518ca573c;Hurto de semoviente;Arreo;Sin dato;No;No;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
470492;HS_HURTO_GENERAL_2013_6071;2004-02-14 06:00:00;d6bb6aada04cef1352ad9d75a823d1585ccd5f22;30661be84aa50ec6b8fe742cd36a636d678c3a59;25cf76920018f9adfd489cce7f9d2db850b40cf2;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;6,204354;-75,551633;VERDADERO;7199999,5;1;30661be84aa50ec6b8fe742cd36a636d678c3a59;El Tesoro;#1409;14;Finca;Sin dato;d6bb6aada04cef1352ad9d75a823d1585ccd5f22;Hombre;40;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;25cf76920018f9adfd489cce7f9d2db850b40cf2;Hurto de semoviente;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
472106;HS_HURTO_GENERAL_2010_26178;2008-06-12 03:00:00;7b289ebf061ec2c29ee004d2dc1dd4ecb63e9513;8f1c7fc5fd6988eacc2e07a38ac34f915810cd8d;429baa1a54a03fc261ea315e9160af5906391bdb;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;;;VERDADERO;14999999;1;8f1c7fc5fd6988eacc2e07a38ac34f915810cd8d;Boqueron;#6006;60;Finca;Doce de Octubre;7b289ebf061ec2c29ee004d2dc1dd4ecb63e9513;Hombre;54;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;429baa1a54a03fc261ea315e9160af5906391bdb;Hurto de semoviente;Arreo;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
472107;HS_HURTO_GENERAL_2013_22388;2008-06-12 03:00:00;7b289ebf061ec2c29ee004d2dc1dd4ecb63e9513;8f1c7fc5fd6988eacc2e07a38ac34f915810cd8d;429baa1a54a03fc261ea315e9160af5906391bdb;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;;;FALSO;14999999;1;8f1c7fc5fd6988eacc2e07a38ac34f915810cd8d;Boqueron;#6006;60;Finca;Doce de Octubre;7b289ebf061ec2c29ee004d2dc1dd4ecb63e9513;Hombre;54;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;429baa1a54a03fc261ea315e9160af5906391bdb;Hurto de semoviente;Arreo;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
478959;407a3b3b12928bd94a1404688d7be776c9cebab5;2018-03-14 05:45:00;3c3f7cec35bd82eca367fdb082e5f4ce6ffb4bf5;9acc0ee2b4b8612ae0658dd08fb7c1015c16fc18;d852fb703a17142dc115367cbd161c9594fcb76d;4ae8b814fab138d9032654fdc7d5f2ef29519810;6,19354283;-75,64971477;VERDADERO;5000000;1;9acc0ee2b4b8612ae0658dd08fb7c1015c16fc18;La Verde;#8007;80;Finca;San Antonio de Prado;3c3f7cec35bd82eca367fdb082e5f4ce6ffb4bf5;Hombre;53;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;d852fb703a17142dc115367cbd161c9594fcb76d;Hurto de semoviente;Desvalijar o descuartizar;Sin dato;No;Arma cortopunzante;Sin dato;Sin dato;4ae8b814fab138d9032654fdc7d5f2ef29519810;Animales domésticos;Fauna;Mercancía;-1;Blanco;Sin dato;Sin dato
488354;10be9f81c72a5d131183eb4e1c144dda88e786e3;2020-07-27 08:00:00;5f061d32b4abaaa880a9eb4066678adec33696d5;8da39bda06af1ba43f3bce9b76ec59529e85e510;fa314032ba1b837f51e5230660ab8b5518ca573c;3a8e703a337586d18e01c727a2885a179ee16015;6,23900027;-75,51424175;VERDADERO;7499999,5;1;8da39bda06af1ba43f3bce9b76ec59529e85e510;Media Luna;#9002;90;Potrero;Buenos Aires;5f061d32b4abaaa880a9eb4066678adec33696d5;Hombre;41;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;fa314032ba1b837f51e5230660ab8b5518ca573c;Hurto de semoviente;Arreo;Sin dato;No;No;Sin dato;Sin dato;3a8e703a337586d18e01c727a2885a179ee16015;Animales domésticos;Fauna;Mercancía;-1;Café;Sin dato;Sin dato
492921;b857fde888b5a2412ecb047ebe8f38ea1ffab993;2020-07-27 08:00:00;5f061d32b4abaaa880a9eb4066678adec33696d5;8da39bda06af1ba43f3bce9b76ec59529e85e510;fa314032ba1b837f51e5230660ab8b5518ca573c;3d6e250c5e9d3503af3241917447dc177fa7d099;6,23900027;-75,51424175;FALSO;7499999,5;1;8da39bda06af1ba43f3bce9b76ec59529e85e510;Media Luna;#9002;90;Potrero;Buenos Aires;5f061d32b4abaaa880a9eb4066678adec33696d5;Hombre;41;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;fa314032ba1b837f51e5230660ab8b5518ca573c;Hurto de semoviente;Arreo;Sin dato;No;No;Sin dato;Sin dato;3d6e250c5e9d3503af3241917447dc177fa7d099;Animales domésticos;Fauna;Mercancía;-1;Gris;Sin dato;Sin dato
518021;HS_HURTO_GENERAL_2013_26030;2009-04-28 02:00:00;8a35a56ffa54f435571bf3fbb0e5f6f98476d682;744b10d5a0d3d6f91707af61adf793c8a0f5a402;4cb0184ae04883cef9a5040f13f04e6a85b67e62;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;;;FALSO;24000000;1;744b10d5a0d3d6f91707af61adf793c8a0f5a402;Sin dato;SIN DATO;SIN DATO;Vía pública;Belén;8a35a56ffa54f435571bf3fbb0e5f6f98476d682;Sin dato;-1;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Automóvil;Sin dato;Sin dato;4cb0184ae04883cef9a5040f13f04e6a85b67e62;Hurto de semoviente;Atraco;Sin dato;Sin dato;Arma de fuego;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
519044;HS_HURTO_GENERAL_2013_32546;2011-05-15 09:00:00;8a35a56ffa54f435571bf3fbb0e5f6f98476d682;d6e1b95cfc4bb5da3fc7004caf3e9aac0c48e4ec;14ddbf55ca54e0eb4eef60d03b2869aa888e7b27;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;;;VERDADERO;18000000;1;d6e1b95cfc4bb5da3fc7004caf3e9aac0c48e4ec;Sin dato;SIN DATO;SIN DATO;Vía pública;Doce de Octubre;8a35a56ffa54f435571bf3fbb0e5f6f98476d682;Sin dato;-1;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Automóvil;Sin dato;Sin dato;14ddbf55ca54e0eb4eef60d03b2869aa888e7b27;Hurto de semoviente;Atraco;Sin dato;No;Arma de fuego;Sin dato;Sin dato;0ab4f50acb668cf6c443a8b7ee35c3ca0a65c2e6;Animales domésticos;Fauna;Mercancía;-1;Sin dato;Sin dato;Sin dato
523629;aed870145eff9999094399183a946da908073094;2015-12-04 14:00:00;907b062a88835b11f40e4adce07dcce6f5fcde0e;ea147c856aa26023908852bc87d3fc39f7bbdb1e;fa314032ba1b837f51e5230660ab8b5518ca573c;cdd2403abc2fbe19253a01600a49420c01503694;6,30454461;-75,61562819;VERDADERO;2000000;1;ea147c856aa26023908852bc87d3fc39f7bbdb1e;El Yolombo;#6009;60;Finca;Doce de Octubre;907b062a88835b11f40e4adce07dcce6f5fcde0e;Hombre;70;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;fa314032ba1b837f51e5230660ab8b5518ca573c;Hurto de semoviente;Arreo;Sin dato;No;No;Sin dato;Sin dato;cdd2403abc2fbe19253a01600a49420c01503694;Animales domésticos;Fauna;Mercancía;-1;Negro;Sin dato;Sin dato
530656;5c8ac5bd-6509-419c-a162-21eeaa268d4b;2023-04-23 12:00:00;900a114ad9ee86fa71a4cbd2e9eace3afc6073d5;b42cbf3eb613c1114390d5537d523ffd90614219;c7e9b3de9701f5d074e0895f06b836023fe0f144;644556d829a0cd151a126662a6fef2846e2eeda1;;;VERDADERO;0;1;b42cbf3eb613c1114390d5537d523ffd90614219;Travesias;#6016;60;Finca;Doce de Octubre;900a114ad9ee86fa71a4cbd2e9eace3afc6073d5;Mujer;58;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;c7e9b3de9701f5d074e0895f06b836023fe0f144;Hurto de semoviente;Arreo;Sin dato;Sin dato;No;Sin dato;Sin dato;644556d829a0cd151a126662a6fef2846e2eeda1;Sin dato;Sin dato;Sin dato;-1;Sin dato;Sin dato;Sin dato
537194;HS_HURTO_GENERAL_2010_15278;2005-09-17 15:00:00;5f061d32b4abaaa880a9eb4066678adec33696d5;62a9f7f5f30ca8441e719bbf0ed424547c337ecd;eaacba87b3e029abdb58e4214b44ccc315fd2de2;cdd2403abc2fbe19253a01600a49420c01503694;6,253469;-75,623514;VERDADERO;1000000;1;62a9f7f5f30ca8441e719bbf0ed424547c337ecd;Veinte de Julio;#1310;13;Potrero;San Javier;5f061d32b4abaaa880a9eb4066678adec33696d5;Hombre;41;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;eaacba87b3e029abdb58e4214b44ccc315fd2de2;Hurto de semoviente;Descuido;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;cdd2403abc2fbe19253a01600a49420c01503694;Animales domésticos;Fauna;Mercancía;-1;Negro;Sin dato;Sin dato
537196;HS_HURTO_GENERAL_2013_13349;2005-09-17 15:00:00;5f061d32b4abaaa880a9eb4066678adec33696d5;62a9f7f5f30ca8441e719bbf0ed424547c337ecd;eaacba87b3e029abdb58e4214b44ccc315fd2de2;cdd2403abc2fbe19253a01600a49420c01503694;6,253469;-75,623514;FALSO;1000000;1;62a9f7f5f30ca8441e719bbf0ed424547c337ecd;Veinte de Julio;#1310;13;Potrero;San Javier;5f061d32b4abaaa880a9eb4066678adec33696d5;Hombre;41;Casado(a);Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;Caminata;Sin dato;Sin dato;eaacba87b3e029abdb58e4214b44ccc315fd2de2;Hurto de semoviente;Descuido;Sin dato;Sin dato;Sin dato;Sin dato;Sin dato;cdd2403abc2fbe19253a01600a49420c01503694;Animales domésticos;Fauna;Mercancía;-1;Negro;Sin dato;Sin dato
